series,total_return,cagr,sharpe,max_drawdown,calmar_ratio,num_trades
gbm_oos,0.0427664918021849,0.024264105288619664,0.46682053451816274,-0.054239968008439256,0.44734733775735974,34
ensemble_oos,0.23104945066086893,0.12637243964928646,1.063319620440201,-0.06030590128749649,2.0955236046772736,0
buy_and_hold_oos,0.30852026368048113,0.1664225143864293,0.8231574618556367,-0.17374876452413768,0.9578342317554115,0
