fold_index,train_start,train_end,test_start,test_end,selected_mode,selected_min_confidence,train_total_return,train_cagr,train_max_drawdown,train_sharpe,train_calmar_ratio,train_num_trades,train_win_rate,test_total_return,test_cagr,test_max_drawdown,test_sharpe,test_calmar_ratio,test_num_trades,test_win_rate
0,2021-05-26,2024-06-30,2024-07-01,2026-03-31,aggressive,0.05,0.5526071044678983,0.15295285314013096,-0.11458942543607523,1.4016418457977302,1.3347902963826024,54,0.6296296296296297,0.23104945066086893,0.12637243964928646,-0.060305901287496494,1.0633196204402016,2.095523604677273,34,0.6470588235294118
