series,regime,days,total_return,sharpe,share
ensemble,bull,230,0.2599186075860971,2.474420859048146,0.5287356321839081
ensemble,correction,93,-0.07044895240294569,-1.339947586914473,0.21379310344827587
ensemble,sideways,112,0.05113806613697425,0.925955007264437,0.2574712643678161
ensemble,all,435,0.23104945066086535,1.063319620440201,1.0
buy_and_hold,bull,230,0.6282819486859008,2.763985973037508,0.5287356321839081
buy_and_hold,correction,93,-0.1961515137042189,-2.4101441355299227,0.21379310344827587
buy_and_hold,sideways,112,-0.00028399290330305416,0.1131006568018083,0.2574712643678161
buy_and_hold,all,435,0.30852026368047847,0.8231574618556367,1.0
