Date,Open,High,Low,Close,Volume
2021-05-26,197.091,197.249,189.271,197.091,52327.249696763
2021-05-27,197.249,205.724,197.249,201.646,88434.148568257
2021-05-28,203.442,212.562,202.947,210.112,76949.443798681
2021-05-31,210.112,211.747,208.484,210.112,34491.420663431
2021-06-01,209.298,216.144,206.856,213.376,32500.617917173
2021-06-02,215.657,227.546,215.657,226.891,46638.59585283
2021-06-04,226.891,227.06,222.496,226.078,24770.289025121
2021-06-07,223.469,223.469,216.144,217.444,44695.273921645
2021-06-08,216.144,220.214,214.189,216.471,46640.856844024
2021-06-09,217.444,217.772,215.004,217.444,35932.802549563
2021-06-10,217.285,225.592,216.799,225.592,38000.478996413
2021-06-11,224.777,225.918,219.081,220.382,26594.908918624
2021-06-14,220.214,223.15,218.426,219.567,17579.20653282
2021-06-15,219.727,224.123,218.268,221.027,17609.729913938
2021-06-16,219.895,228.033,219.895,224.291,38727.387665262
2021-06-17,223.15,225.264,221.682,223.308,33782.599924133
2021-06-18,223.308,229.829,222.168,222.822,50022.16917455
2021-06-21,223.15,226.733,220.054,221.841,6281.0335367427
2021-06-22,222.982,226.246,219.895,225.75,15939.987917219
2021-06-23,227.785,233.216,221.682,230.5,22404.161740671
2021-06-24,229.315,231.014,220.496,220.496,9706.4351955495
2021-06-25,219.983,225.582,215.746,223.716,9076.7491480395
2021-06-28,218.798,224.565,217.949,222.699,7498.577294675
2021-06-29,222.194,223.044,213.88,216.259,39039.404450024
2021-06-30,216.595,217.276,209.475,213.031,27867.846960808
2021-07-01,215.914,216.259,212.014,214.225,12542.848648337
2021-07-02,215.41,228.635,214.561,225.582,48778.624017886
2021-07-05,222.867,228.129,221.849,226.432,7612.7573499686
2021-07-06,226.432,234.915,225.75,234.915,34672.299958946
2021-07-07,233.216,234.915,229.829,229.829,24961.342781008
2021-07-08,231.014,231.35,226.432,231.182,23400.128361598
2021-07-09,231.182,249.837,230.165,246.617,45974.994937412
2021-07-12,248.484,254.251,243.734,254.083,67166.134902537
2021-07-13,254.251,260.186,253.57,256.118,42113.221978174
2021-07-14,256.967,257.984,255.268,256.79,29399.668494696
2021-07-15,256.454,261.886,256.118,259.001,36213.165457609
2021-07-16,257.808,262.558,254.587,259.505,24099.90513612
2021-07-19,259.673,261.035,252.889,256.967,31660.659688628
2021-07-20,254.587,266.291,254.587,262.053,43613.389635349
2021-07-21,262.903,277.993,255.773,256.454,40290.863075865
2021-07-22,256.967,262.903,255.437,256.79,40667.318109655
2021-07-23,260.691,260.691,251.536,257.639,19652.535457657
2021-07-26,254.587,257.808,252.553,255.268,25502.850171954
2021-07-27,255.941,255.941,246.449,251.872,24101.035631716
2021-07-28,248.139,267.653,248.139,266.291,20248.306637257
2021-07-29,266.459,267.14,262.726,262.903,11020.071079224
2021-07-30,262.726,262.726,255.773,256.967,38572.509768478
2021-08-02,260.868,264.256,260.018,262.053,19228.599608793
2021-08-03,264.592,264.592,256.967,261.035,22211.977489187
2021-08-04,260.868,260.868,251.872,254.083,17694.517083711
