fold_index,train_start,train_end,test_start,test_end,selected_mode,selected_min_confidence,train_total_return,train_cagr,train_max_drawdown,train_sharpe,train_calmar_ratio,train_num_trades,train_win_rate,test_total_return,test_cagr,test_max_drawdown,test_sharpe,test_calmar_ratio,test_num_trades,test_win_rate
0,2022-01-31,2024-06-28,2024-07-01,2025-01-28,aggressive,0.15,0.043830633571122456,0.017984865345433754,-0.07740673527322658,0.30896737875233005,0.23234238315246908,55,0.6545454545454545,0.04232597908330475,0.0743973644100957,-0.024120251202433794,1.235833549261341,3.0844357210752773,18,0.7777777777777778
1,2022-01-31,2025-01-28,2025-01-29,2025-09-01,aggressive,0.15,0.07830259303074752,0.02551261831456686,-0.07740673527322658,0.42248256938034306,0.3295917109087942,76,0.6710526315789473,0.023660106099874827,0.04052618598417568,-0.04014704971424749,0.7823708221324575,1.0094436894523195,8,0.625
2,2022-01-31,2025-09-01,2025-09-02,2026-03-31,aggressive,0.0,0.12311534775674213,0.03292764125582481,-0.07954064160369377,0.5300247767799084,0.41397253771078074,81,0.5925925925925926,0.07362717872210255,0.13152211567060257,-0.05430559095218743,1.762985035338463,2.421889042444991,13,0.6923076923076923
