fold_index,train_start,train_end,test_start,test_end,selected_mode,selected_min_confidence,train_total_return,train_cagr,train_max_drawdown,train_sharpe,train_calmar_ratio,train_num_trades,train_win_rate,test_total_return,test_cagr,test_max_drawdown,test_sharpe,test_calmar_ratio,test_num_trades,test_win_rate
0,2022-01-31,2024-06-30,2024-07-01,2026-03-31,aggressive,0.15,0.043830633571122456,0.017984865345433754,-0.07740673527322658,0.30896737875233005,0.23234238315246908,55,0.6545454545454545,0.14066592451236984,0.07825821329598392,-0.06627052060911275,1.374309625558214,1.1808902748414922,55,0.7818181818181819
