series,total_return,cagr,sharpe,max_drawdown,calmar_ratio,num_trades
gbm_oos,0.3464808383797773,0.18567616349323623,1.632074472028416,-0.0985432350930006,1.884210147129872,0
ensemble_oos,0.14066592451236984,0.07825821329598392,1.3743096255582112,-0.06627052060911262,1.1808902748414944,0
buy_and_hold_oos,0.2460816774338906,0.13422607784634177,1.1260193341194067,-0.13434656211991242,0.9991031830538164,0
