series,total_return,cagr,sharpe,max_drawdown,calmar_ratio,downside_deviation,sortino,ulcer_index,martin_ratio,leverage,strategy_vol_annual_train,target_vol_annual_oos
ensemble_oos,0.14066592451236984,0.07825821329598392,1.3743096255582112,-0.06627052060911262,1.1808902748414944,0.038335307587592495,1.9889489234412892,1.5935194384768554,4.911029724920457,,,
buy_and_hold_oos,0.2460816774338906,0.13422607784634177,1.1260193341194067,-0.13434656211991242,0.9991031830538164,0.0865293241511798,1.5228524984052683,2.656551361704331,5.052643806601504,,,
ensemble_oos_vol_scaled,0.2647419618509528,0.14416056910172115,1.374309625558211,-0.11774999117935168,1.2242936721935038,0.06965995670659841,2.002126661439379,2.890925151346911,5.016515191897175,1.8152589733957245,0.0644668888655222,0.11702409850004408
