objective,selected_mode,selected_min_confidence,train_objective_value,train_total_return,train_sharpe,train_num_trades,test_total_return,test_sharpe,test_max_drawdown,test_calmar_ratio,test_num_trades
total_return,aggressive,0.15,0.043830633571122456,0.043830633571122456,0.30896737875233005,55,0.14066592451236984,1.374309625558214,-0.06627052060911275,1.1808902748414922,55
sharpe,aggressive,0.15,0.30896737875233005,0.043830633571122456,0.30896737875233005,55,0.14066592451236984,1.374309625558214,-0.06627052060911275,1.1808902748414922,55
calmar_ratio,aggressive,0.15,0.23234238315246908,0.043830633571122456,0.30896737875233005,55,0.14066592451236984,1.374309625558214,-0.06627052060911275,1.1808902748414922,55
